message_content,arrival_time,processing_time,completion_time
Msg de hilo 12 - Time: 1771100706.5989008,2026-02-14T20:58:26.163342,0.5089,2026-02-14T20:58:26.672849
Msg de hilo 15 - Time: 1771100706.6144257,2026-02-14T20:58:26.673739,0.3908,2026-02-14T20:58:27.065022
Msg de hilo 17 - Time: 1771100706.6144257,2026-02-14T20:58:27.066087,0.8046,2026-02-14T20:58:27.871589
Msg de hilo 34 - Time: 1771100706.6299558,2026-02-14T20:58:27.872496,0.0031,2026-02-14T20:58:27.875728
Msg de hilo 48 - Time: 1771100706.6299558,2026-02-14T20:58:27.876280,0.4532,2026-02-14T20:58:28.330056
Msg de hilo 30 - Time: 1771100706.6299558,2026-02-14T20:58:28.330841,0.0565,2026-02-14T20:58:28.387449
Msg de hilo 18 - Time: 1771100706.6299558,2026-02-14T20:58:28.388280,0.1671,2026-02-14T20:58:28.555675
Msg de hilo 20 - Time: 1771100706.645492,2026-02-14T20:58:28.556566,0.4198,2026-02-14T20:58:28.976884
Msg de hilo 10 - Time: 1771100706.645492,2026-02-14T20:58:28.977776,0.0009,2026-02-14T20:58:28.978837
Msg de hilo 5 - Time: 1771100706.6610558,2026-02-14T20:58:28.979281,0.0270,2026-02-14T20:58:29.006381
Msg de hilo 3 - Time: 1771100706.6610558,2026-02-14T20:58:29.007202,0.1453,2026-02-14T20:58:29.152706
Msg de hilo 45 - Time: 1771100706.6770759,2026-02-14T20:58:29.153529,0.4849,2026-02-14T20:58:29.638993
Msg de hilo 35 - Time: 1771100706.6770759,2026-02-14T20:58:29.639913,1.6055,2026-02-14T20:58:31.247097
Msg de hilo 24 - Time: 1771100706.676575,2026-02-14T20:58:31.247934,3.4135,2026-02-14T20:58:34.664976
Msg de hilo 2 - Time: 1771100706.676575,2026-02-14T20:58:34.665907,0.1718,2026-02-14T20:58:34.837974
Msg de hilo 32 - Time: 1771100706.676575,2026-02-14T20:58:34.839110,0.2504,2026-02-14T20:58:35.089936
Msg de hilo 1 - Time: 1771100706.692104,2026-02-14T20:58:35.090835,0.9287,2026-02-14T20:58:36.020066
Msg de hilo 31 - Time: 1771100706.692104,2026-02-14T20:58:36.020896,0.4810,2026-02-14T20:58:36.502462
Msg de hilo 8 - Time: 1771100706.707709,2026-02-14T20:58:36.503357,0.1215,2026-02-14T20:58:36.625088
Msg de hilo 42 - Time: 1771100706.707709,2026-02-14T20:58:36.625878,1.1022,2026-02-14T20:58:37.729285
Msg de hilo 25 - Time: 1771100706.707709,2026-02-14T20:58:37.730100,0.1958,2026-02-14T20:58:37.926218
Msg de hilo 44 - Time: 1771100706.723254,2026-02-14T20:58:37.927092,0.1137,2026-02-14T20:58:38.041049
Msg de hilo 7 - Time: 1771100706.7384043,2026-02-14T20:58:38.041852,0.1922,2026-02-14T20:58:38.234382
Msg de hilo 12 - Time: 1771100706.738902,2026-02-14T20:58:38.235228,0.1709,2026-02-14T20:58:38.405178
Msg de hilo 14 - Time: 1771100706.753926,2026-02-14T20:58:38.405959,0.0001,2026-02-14T20:58:38.406169
Msg de hilo 6 - Time: 1771100706.7699647,2026-02-14T20:58:38.406769,0.1068,2026-02-14T20:58:38.513778
Msg de hilo 28 - Time: 1771100706.7694583,2026-02-14T20:58:38.514822,0.4321,2026-02-14T20:58:38.947467
Msg de hilo 29 - Time: 1771100706.7699647,2026-02-14T20:58:38.948328,0.8291,2026-02-14T20:58:39.778388
Msg de hilo 11 - Time: 1771100706.7694583,2026-02-14T20:58:39.779317,0.9109,2026-02-14T20:58:40.691183
Msg de hilo 40 - Time: 1771100706.7699647,2026-02-14T20:58:40.692145,0.2281,2026-02-14T20:58:40.920560
Msg de hilo 38 - Time: 1771100706.7694583,2026-02-14T20:58:40.921431,0.3035,2026-02-14T20:58:41.225348
Msg de hilo 43 - Time: 1771100706.7849834,2026-02-14T20:58:41.226229,0.0246,2026-02-14T20:58:41.250951
Msg de hilo 9 - Time: 1771100706.8005302,2026-02-14T20:58:41.251683,0.0965,2026-02-14T20:58:41.348423
Msg de hilo 3 - Time: 1771100706.8005302,2026-02-14T20:58:41.349244,0.6080,2026-02-14T20:58:41.958010
Msg de hilo 0 - Time: 1771100706.8005302,2026-02-14T20:58:41.958887,0.2800,2026-02-14T20:58:42.239248
Msg de hilo 2 - Time: 1771100706.8005302,2026-02-14T20:58:42.240070,1.3916,2026-02-14T20:58:43.633148
Msg de hilo 45 - Time: 1771100706.81656,2026-02-14T20:58:43.634062,2.2543,2026-02-14T20:58:45.890681
Msg de hilo 1 - Time: 1771100706.81656,2026-02-14T20:58:45.891605,0.0471,2026-02-14T20:58:45.938911
Msg de hilo 41 - Time: 1771100706.81656,2026-02-14T20:58:45.939745,1.5066,2026-02-14T20:58:47.448015
Msg de hilo 20 - Time: 1771100706.8320937,2026-02-14T20:58:47.448832,0.3052,2026-02-14T20:58:47.754453
Msg de hilo 27 - Time: 1771100706.864249,2026-02-14T20:58:47.755244,0.5359,2026-02-14T20:58:48.291785
Msg de hilo 30 - Time: 1771100706.8637486,2026-02-14T20:58:48.292611,0.0018,2026-02-14T20:58:48.294549
Msg de hilo 26 - Time: 1771100706.8637486,2026-02-14T20:58:48.295188,0.0792,2026-02-14T20:58:48.374574
Msg de hilo 39 - Time: 1771100706.864249,2026-02-14T20:58:48.375409,0.0258,2026-02-14T20:58:48.401373
Msg de hilo 37 - Time: 1771100706.8637486,2026-02-14T20:58:48.401983,0.3240,2026-02-14T20:58:48.726431
Msg de hilo 48 - Time: 1771100706.8637486,2026-02-14T20:58:48.727351,2.8392,2026-02-14T20:58:51.567152
Msg de hilo 47 - Time: 1771100706.864249,2026-02-14T20:58:51.568072,0.9131,2026-02-14T20:58:52.482187
Msg de hilo 16 - Time: 1771100706.87977,2026-02-14T20:58:52.482942,0.1382,2026-02-14T20:58:52.621396
Msg de hilo 21 - Time: 1771100706.87977,2026-02-14T20:58:52.622277,0.4976,2026-02-14T20:58:53.120436
Msg de hilo 33 - Time: 1771100706.87977,2026-02-14T20:58:53.121297,0.0936,2026-02-14T20:58:53.215141
Msg de hilo 35 - Time: 1771100706.9268553,2026-02-14T20:58:53.215947,0.5139,2026-02-14T20:58:53.730430
Msg de hilo 32 - Time: 1771100706.9268553,2026-02-14T20:58:53.731245,0.0807,2026-02-14T20:58:53.812096
Msg de hilo 1 - Time: 1771100706.9268553,2026-02-14T20:58:53.812971,0.2476,2026-02-14T20:58:54.060962
Msg de hilo 6 - Time: 1771100706.9428751,2026-02-14T20:58:54.061882,0.1219,2026-02-14T20:58:54.183986
Msg de hilo 36 - Time: 1771100706.9428751,2026-02-14T20:58:54.184857,0.2738,2026-02-14T20:58:54.458994
Msg de hilo 20 - Time: 1771100706.9583933,2026-02-14T20:58:54.459848,0.4667,2026-02-14T20:58:54.927138
Msg de hilo 24 - Time: 1771100706.9583933,2026-02-14T20:58:54.928106,0.7119,2026-02-14T20:58:55.640844
Msg de hilo 49 - Time: 1771100706.9583933,2026-02-14T20:58:55.641607,0.0656,2026-02-14T20:58:55.707397
Msg de hilo 38 - Time: 1771100706.9583933,2026-02-14T20:58:55.708216,0.5174,2026-02-14T20:58:56.226254
Msg de hilo 5 - Time: 1771100706.9744334,2026-02-14T20:58:56.227065,0.0205,2026-02-14T20:58:56.247703
Msg de hilo 29 - Time: 1771100706.9744334,2026-02-14T20:58:56.248372,0.1496,2026-02-14T20:58:56.398227
Msg de hilo 44 - Time: 1771100706.9744334,2026-02-14T20:58:56.399017,0.3412,2026-02-14T20:58:56.740647
Msg de hilo 13 - Time: 1771100706.9904664,2026-02-14T20:58:56.741504,0.3570,2026-02-14T20:58:57.098924
Msg de hilo 18 - Time: 1771100706.989968,2026-02-14T20:58:57.099871,0.2256,2026-02-14T20:58:57.325752
Msg de hilo 17 - Time: 1771100706.989968,2026-02-14T20:58:57.326600,0.0967,2026-02-14T20:58:57.423506
Msg de hilo 33 - Time: 1771100706.989968,2026-02-14T20:58:57.424270,0.7384,2026-02-14T20:58:58.163511
Msg de hilo 4 - Time: 1771100706.989968,2026-02-14T20:58:58.164350,0.7783,2026-02-14T20:58:58.943480
Msg de hilo 2 - Time: 1771100707.0059981,2026-02-14T20:58:58.944349,0.0018,2026-02-14T20:58:58.946282
Msg de hilo 34 - Time: 1771100707.0059981,2026-02-14T20:58:58.946905,0.2728,2026-02-14T20:58:59.220053
Msg de hilo 43 - Time: 1771100707.0059981,2026-02-14T20:58:59.220871,1.1731,2026-02-14T20:59:00.395275
Msg de hilo 8 - Time: 1771100707.0059981,2026-02-14T20:59:00.396122,0.1843,2026-02-14T20:59:00.580708
Msg de hilo 41 - Time: 1771100707.0215375,2026-02-14T20:59:00.581527,0.5713,2026-02-14T20:59:01.153516
Msg de hilo 7 - Time: 1771100707.0370624,2026-02-14T20:59:01.154383,0.5728,2026-02-14T20:59:01.727830
Msg de hilo 46 - Time: 1771100707.0526679,2026-02-14T20:59:01.728669,0.0940,2026-02-14T20:59:01.822852
Msg de hilo 28 - Time: 1771100707.0526679,2026-02-14T20:59:01.824031,0.6419,2026-02-14T20:59:02.466681
Msg de hilo 23 - Time: 1771100707.0682292,2026-02-14T20:59:02.467541,0.0783,2026-02-14T20:59:02.546009
Msg de hilo 19 - Time: 1771100707.0682292,2026-02-14T20:59:02.546848,0.6563,2026-02-14T20:59:03.203905
Msg de hilo 22 - Time: 1771100707.083755,2026-02-14T20:59:03.204820,0.3257,2026-02-14T20:59:03.530966
Msg de hilo 47 - Time: 1771100707.083755,2026-02-14T20:59:03.531896,0.2860,2026-02-14T20:59:03.818255
Msg de hilo 40 - Time: 1771100707.083755,2026-02-14T20:59:03.819161,0.4668,2026-02-14T20:59:04.286564
Msg de hilo 15 - Time: 1771100707.0997894,2026-02-14T20:59:04.287492,0.2486,2026-02-14T20:59:04.536402
Msg de hilo 30 - Time: 1771100707.0997894,2026-02-14T20:59:04.537253,0.1842,2026-02-14T20:59:04.721685
Msg de hilo 44 - Time: 1771100707.0997894,2026-02-14T20:59:04.722447,0.1475,2026-02-14T20:59:04.870187
Msg de hilo 3 - Time: 1771100707.115333,2026-02-14T20:59:04.871014,0.0436,2026-02-14T20:59:04.914721
Msg de hilo 2 - Time: 1771100707.115333,2026-02-14T20:59:04.915550,0.2973,2026-02-14T20:59:05.213232
Msg de hilo 6 - Time: 1771100707.1313705,2026-02-14T20:59:05.214084,0.0278,2026-02-14T20:59:05.242063
Msg de hilo 10 - Time: 1771100707.1313705,2026-02-14T20:59:05.242841,0.5763,2026-02-14T20:59:05.819827
Msg de hilo 9 - Time: 1771100707.1313705,2026-02-14T20:59:05.820650,0.4122,2026-02-14T20:59:06.233350
Msg de hilo 18 - Time: 1771100707.1318765,2026-02-14T20:59:06.234226,0.0627,2026-02-14T20:59:06.297062
Msg de hilo 25 - Time: 1771100707.1318765,2026-02-14T20:59:06.297854,1.2930,2026-02-14T20:59:07.592276
Msg de hilo 17 - Time: 1771100707.1469383,2026-02-14T20:59:07.593121,1.9304,2026-02-14T20:59:09.523871
Msg de hilo 39 - Time: 1771100707.1469383,2026-02-14T20:59:09.524727,0.1603,2026-02-14T20:59:09.685276
Msg de hilo 34 - Time: 1771100707.1469383,2026-02-14T20:59:09.686118,1.0400,2026-02-14T20:59:10.727313
Msg de hilo 43 - Time: 1771100707.1629725,2026-02-14T20:59:10.728195,0.5642,2026-02-14T20:59:11.293052
Msg de hilo 14 - Time: 1771100707.1629725,2026-02-14T20:59:11.294004,0.1894,2026-02-14T20:59:11.483671
Msg de hilo 29 - Time: 1771100707.1629725,2026-02-14T20:59:11.484687,1.7311,2026-02-14T20:59:13.217628
Msg de hilo 48 - Time: 1771100707.178498,2026-02-14T20:59:13.218649,0.1046,2026-02-14T20:59:13.323444
Msg de hilo 27 - Time: 1771100707.178498,2026-02-14T20:59:13.324275,1.0179,2026-02-14T20:59:14.343315
Msg de hilo 1 - Time: 1771100707.178498,2026-02-14T20:59:14.344183,0.2995,2026-02-14T20:59:14.644123
Msg de hilo 42 - Time: 1771100707.1945436,2026-02-14T20:59:14.644990,0.1805,2026-02-14T20:59:14.825724
Msg de hilo 12 - Time: 1771100707.1940444,2026-02-14T20:59:14.826502,1.3651,2026-02-14T20:59:16.193060
Msg de hilo 31 - Time: 1771100707.1940444,2026-02-14T20:59:16.193875,1.1344,2026-02-14T20:59:17.329491
Msg de hilo 11 - Time: 1771100707.2094345,2026-02-14T20:59:17.330295,0.0832,2026-02-14T20:59:17.413630
Msg de hilo 33 - Time: 1771100707.2094345,2026-02-14T20:59:17.414443,0.4964,2026-02-14T20:59:17.911387
Msg de hilo 38 - Time: 1771100707.224965,2026-02-14T20:59:17.912164,0.2952,2026-02-14T20:59:18.207467
Msg de hilo 21 - Time: 1771100707.224965,2026-02-14T20:59:18.208226,1.4404,2026-02-14T20:59:19.650113
Msg de hilo 46 - Time: 1771100707.240171,2026-02-14T20:59:19.650834,0.2376,2026-02-14T20:59:19.888740
Msg de hilo 32 - Time: 1771100707.240171,2026-02-14T20:59:19.889581,0.8249,2026-02-14T20:59:20.715455
Msg de hilo 24 - Time: 1771100707.2556922,2026-02-14T20:59:20.716263,0.0316,2026-02-14T20:59:20.748052
Msg de hilo 45 - Time: 1771100707.2556922,2026-02-14T20:59:20.748857,0.5678,2026-02-14T20:59:21.317371
Msg de hilo 0 - Time: 1771100707.2712326,2026-02-14T20:59:21.318421,1.0226,2026-02-14T20:59:22.342126
Msg de hilo 20 - Time: 1771100707.2712326,2026-02-14T20:59:22.342954,0.0768,2026-02-14T20:59:22.419914
Msg de hilo 47 - Time: 1771100707.2867637,2026-02-14T20:59:22.420758,0.5593,2026-02-14T20:59:22.980746
Msg de hilo 25 - Time: 1771100707.2867637,2026-02-14T20:59:22.981578,0.5425,2026-02-14T20:59:23.524715
Msg de hilo 16 - Time: 1771100707.2867637,2026-02-14T20:59:23.525589,0.1752,2026-02-14T20:59:23.701038
Msg de hilo 36 - Time: 1771100707.2867637,2026-02-14T20:59:23.701932,0.5191,2026-02-14T20:59:24.221691
Msg de hilo 40 - Time: 1771100707.3022866,2026-02-14T20:59:24.222529,0.0176,2026-02-14T20:59:24.240251
Msg de hilo 30 - Time: 1771100707.3022866,2026-02-14T20:59:24.240954,0.3082,2026-02-14T20:59:24.549510
Msg de hilo 7 - Time: 1771100707.302787,2026-02-14T20:59:24.550404,0.1960,2026-02-14T20:59:24.746753
Msg de hilo 23 - Time: 1771100707.3022866,2026-02-14T20:59:24.747571,1.4033,2026-02-14T20:59:26.152444
Msg de hilo 26 - Time: 1771100707.302787,2026-02-14T20:59:26.153468,1.1245,2026-02-14T20:59:27.279233
Msg de hilo 2 - Time: 1771100707.3333354,2026-02-14T20:59:27.280031,0.0207,2026-02-14T20:59:27.300859
Msg de hilo 13 - Time: 1771100707.348917,2026-02-14T20:59:27.301726,0.5071,2026-02-14T20:59:27.809477
Msg de hilo 4 - Time: 1771100707.3642907,2026-02-14T20:59:27.810453,0.4288,2026-02-14T20:59:28.239761
Msg de hilo 44 - Time: 1771100707.3642907,2026-02-14T20:59:28.240539,0.4615,2026-02-14T20:59:28.702626
Msg de hilo 37 - Time: 1771100707.3642907,2026-02-14T20:59:28.703411,0.9371,2026-02-14T20:59:29.641615
Msg de hilo 34 - Time: 1771100707.3798149,2026-02-14T20:59:29.642519,0.1446,2026-02-14T20:59:29.787365
Msg de hilo 39 - Time: 1771100707.3798149,2026-02-14T20:59:29.788317,0.0105,2026-02-14T20:59:29.799007
Msg de hilo 29 - Time: 1771100707.3953748,2026-02-14T20:59:29.799877,0.0331,2026-02-14T20:59:29.833115
Msg de hilo 12 - Time: 1771100707.3953748,2026-02-14T20:59:29.834112,0.1142,2026-02-14T20:59:29.948553
Msg de hilo 15 - Time: 1771100707.3958738,2026-02-14T20:59:29.949355,0.2510,2026-02-14T20:59:30.200739
Msg de hilo 5 - Time: 1771100707.3953748,2026-02-14T20:59:30.201580,0.4338,2026-02-14T20:59:30.635934
Msg de hilo 8 - Time: 1771100707.3958738,2026-02-14T20:59:30.636777,0.3484,2026-02-14T20:59:30.985685
Msg de hilo 9 - Time: 1771100707.3953748,2026-02-14T20:59:30.986628,0.2209,2026-02-14T20:59:31.207853
Msg de hilo 14 - Time: 1771100707.4108984,2026-02-14T20:59:31.209547,0.7805,2026-02-14T20:59:31.990962
Msg de hilo 6 - Time: 1771100707.4108984,2026-02-14T20:59:31.991795,0.0541,2026-02-14T20:59:32.046070
Msg de hilo 35 - Time: 1771100707.4108984,2026-02-14T20:59:32.046889,0.1707,2026-02-14T20:59:32.217910
Msg de hilo 19 - Time: 1771100707.4264436,2026-02-14T20:59:32.218819,0.2135,2026-02-14T20:59:32.432629
Msg de hilo 41 - Time: 1771100707.4264436,2026-02-14T20:59:32.433533,0.2304,2026-02-14T20:59:32.664239
Msg de hilo 16 - Time: 1771100707.4264436,2026-02-14T20:59:32.665177,0.1235,2026-02-14T20:59:32.788888
Msg de hilo 26 - Time: 1771100707.4269435,2026-02-14T20:59:32.789784,0.6216,2026-02-14T20:59:33.412079
Msg de hilo 49 - Time: 1771100707.4269435,2026-02-14T20:59:33.412970,0.1395,2026-02-14T20:59:33.552724
Msg de hilo 23 - Time: 1771100707.4419684,2026-02-14T20:59:33.553574,1.4198,2026-02-14T20:59:34.973519
Msg de hilo 48 - Time: 1771100707.4419684,2026-02-14T20:59:34.974414,0.0315,2026-02-14T20:59:35.006024
Msg de hilo 10 - Time: 1771100707.4419684,2026-02-14T20:59:35.006758,0.1148,2026-02-14T20:59:35.121831
Msg de hilo 43 - Time: 1771100707.4571316,2026-02-14T20:59:35.122662,0.7145,2026-02-14T20:59:35.837987
Msg de hilo 3 - Time: 1771100707.4571316,2026-02-14T20:59:35.838776,0.7825,2026-02-14T20:59:36.621634
Msg de hilo 47 - Time: 1771100707.4722853,2026-02-14T20:59:36.622479,0.0450,2026-02-14T20:59:36.667625
Msg de hilo 21 - Time: 1771100707.488299,2026-02-14T20:59:36.668447,0.2118,2026-02-14T20:59:36.880578
Msg de hilo 1 - Time: 1771100707.488299,2026-02-14T20:59:36.881341,0.8186,2026-02-14T20:59:37.700825
Msg de hilo 42 - Time: 1771100707.488299,2026-02-14T20:59:37.701664,0.4990,2026-02-14T20:59:38.201287
Msg de hilo 40 - Time: 1771100707.5038347,2026-02-14T20:59:38.202172,0.6315,2026-02-14T20:59:38.833135
Msg de hilo 17 - Time: 1771100707.5038347,2026-02-14T20:59:38.833992,0.3096,2026-02-14T20:59:39.143981
Msg de hilo 28 - Time: 1771100707.5038347,2026-02-14T20:59:39.144814,0.1957,2026-02-14T20:59:39.340840
Msg de hilo 22 - Time: 1771100707.5198703,2026-02-14T20:59:39.341619,0.9611,2026-02-14T20:59:40.303743
Msg de hilo 38 - Time: 1771100707.5198703,2026-02-14T20:59:40.304578,0.3693,2026-02-14T20:59:40.674395
Msg de hilo 36 - Time: 1771100707.5203774,2026-02-14T20:59:40.675241,0.6544,2026-02-14T20:59:41.330376
Msg de hilo 4 - Time: 1771100707.5198703,2026-02-14T20:59:41.331206,2.0167,2026-02-14T20:59:43.350081
Msg de hilo 20 - Time: 1771100707.5354092,2026-02-14T20:59:43.350925,0.9496,2026-02-14T20:59:44.301614
Msg de hilo 18 - Time: 1771100707.5354092,2026-02-14T20:59:44.302502,0.0690,2026-02-14T20:59:44.371646
Msg de hilo 30 - Time: 1771100707.5670059,2026-02-14T20:59:44.372478,0.0598,2026-02-14T20:59:44.432476
Msg de hilo 31 - Time: 1771100707.5670059,2026-02-14T20:59:44.433287,0.2743,2026-02-14T20:59:44.708037
Msg de hilo 16 - Time: 1771100707.5830095,2026-02-14T20:59:44.708916,0.0787,2026-02-14T20:59:44.787776
Msg de hilo 43 - Time: 1771100707.5830095,2026-02-14T20:59:44.788618,0.3398,2026-02-14T20:59:45.128896
Msg de hilo 3 - Time: 1771100707.5830095,2026-02-14T20:59:45.129707,0.8297,2026-02-14T20:59:45.960297
Msg de hilo 5 - Time: 1771100707.5985587,2026-02-14T20:59:45.961156,0.6774,2026-02-14T20:59:46.639316
Msg de hilo 26 - Time: 1771100707.6145828,2026-02-14T20:59:46.640213,0.0766,2026-02-14T20:59:46.716942
Msg de hilo 35 - Time: 1771100707.6301143,2026-02-14T20:59:46.717739,0.0552,2026-02-14T20:59:46.773070
Msg de hilo 10 - Time: 1771100707.6456857,2026-02-14T20:59:46.773886,0.2456,2026-02-14T20:59:47.019880
Msg de hilo 42 - Time: 1771100707.6456857,2026-02-14T20:59:47.020730,0.8334,2026-02-14T20:59:47.855048
Msg de hilo 14 - Time: 1771100707.6612132,2026-02-14T20:59:47.855925,0.8458,2026-02-14T20:59:48.702652
Msg de hilo 12 - Time: 1771100707.6617188,2026-02-14T20:59:48.703494,0.2727,2026-02-14T20:59:48.976563
Msg de hilo 27 - Time: 1771100707.6617188,2026-02-14T20:59:48.977495,0.8670,2026-02-14T20:59:49.845443
Msg de hilo 49 - Time: 1771100707.6612132,2026-02-14T20:59:49.846256,0.4180,2026-02-14T20:59:50.264727
Msg de hilo 32 - Time: 1771100707.6612132,2026-02-14T20:59:50.265553,2.3191,2026-02-14T20:59:52.585440
Msg de hilo 46 - Time: 1771100707.6612132,2026-02-14T20:59:52.586278,0.4068,2026-02-14T20:59:52.993625
Msg de hilo 11 - Time: 1771100707.6772478,2026-02-14T20:59:52.994450,0.0151,2026-02-14T20:59:53.009692
Msg de hilo 24 - Time: 1771100707.6772478,2026-02-14T20:59:53.010291,0.0887,2026-02-14T20:59:53.099200
Msg de hilo 33 - Time: 1771100707.6777542,2026-02-14T20:59:53.100107,1.8533,2026-02-14T20:59:54.955459
Msg de hilo 18 - Time: 1771100707.6772478,2026-02-14T20:59:54.956438,0.2120,2026-02-14T20:59:55.168796
Msg de hilo 0 - Time: 1771100707.6927896,2026-02-14T20:59:55.169582,1.0318,2026-02-14T20:59:56.202482
Msg de hilo 15 - Time: 1771100707.7088194,2026-02-14T20:59:56.203329,2.3897,2026-02-14T20:59:58.593946
Msg de hilo 21 - Time: 1771100707.7088194,2026-02-14T20:59:58.594784,0.1023,2026-02-14T20:59:58.697277
Msg de hilo 48 - Time: 1771100707.7088194,2026-02-14T20:59:58.698103,0.2337,2026-02-14T20:59:58.932099
Msg de hilo 19 - Time: 1771100707.724425,2026-02-14T20:59:58.932985,0.3951,2026-02-14T20:59:59.328638
Msg de hilo 1 - Time: 1771100707.7404444,2026-02-14T20:59:59.329499,0.3914,2026-02-14T20:59:59.721380
Msg de hilo 45 - Time: 1771100707.7404444,2026-02-14T20:59:59.722258,1.4619,2026-02-14T21:00:01.185704
Msg de hilo 6 - Time: 1771100707.7404444,2026-02-14T21:00:01.186551,1.3652,2026-02-14T21:00:02.553256
Msg de hilo 34 - Time: 1771100707.7409525,2026-02-14T21:00:02.554131,0.4569,2026-02-14T21:00:03.011566
Msg de hilo 7 - Time: 1771100707.7404444,2026-02-14T21:00:03.012474,0.6825,2026-02-14T21:00:03.695799
Msg de hilo 5 - Time: 1771100707.7559829,2026-02-14T21:00:03.696779,0.7437,2026-02-14T21:00:04.441301
Msg de hilo 37 - Time: 1771100707.7559829,2026-02-14T21:00:04.442112,1.5702,2026-02-14T21:00:06.013947
Msg de hilo 13 - Time: 1771100707.7720094,2026-02-14T21:00:06.014896,0.3113,2026-02-14T21:00:06.326600
Msg de hilo 25 - Time: 1771100707.7720094,2026-02-14T21:00:06.327430,0.2539,2026-02-14T21:00:06.581719
Msg de hilo 17 - Time: 1771100707.78754,2026-02-14T21:00:06.582626,0.5258,2026-02-14T21:00:07.109017
Msg de hilo 44 - Time: 1771100707.8035522,2026-02-14T21:00:07.109858,0.4672,2026-02-14T21:00:07.577640
Msg de hilo 4 - Time: 1771100707.8035522,2026-02-14T21:00:07.578514,0.2499,2026-02-14T21:00:07.828723
Msg de hilo 2 - Time: 1771100707.8195791,2026-02-14T21:00:07.829503,0.5778,2026-02-14T21:00:08.407172
Msg de hilo 39 - Time: 1771100707.8195791,2026-02-14T21:00:08.408066,0.1060,2026-02-14T21:00:08.514298
Msg de hilo 43 - Time: 1771100707.8350925,2026-02-14T21:00:08.515074,0.8471,2026-02-14T21:00:09.363157
Msg de hilo 26 - Time: 1771100707.8350925,2026-02-14T21:00:09.363979,0.3329,2026-02-14T21:00:09.697335
Msg de hilo 29 - Time: 1771100707.850642,2026-02-14T21:00:09.698191,0.7468,2026-02-14T21:00:10.445462
Msg de hilo 1 - Time: 1771100707.850642,2026-02-14T21:00:10.446397,0.7614,2026-02-14T21:00:11.208732
Msg de hilo 8 - Time: 1771100707.850642,2026-02-14T21:00:11.209623,0.3108,2026-02-14T21:00:11.520835
Msg de hilo 19 - Time: 1771100707.8666975,2026-02-14T21:00:11.521616,0.0334,2026-02-14T21:00:11.555150
Msg de hilo 22 - Time: 1771100707.8666975,2026-02-14T21:00:11.555924,0.1946,2026-02-14T21:00:11.750848
Msg de hilo 9 - Time: 1771100707.8822243,2026-02-14T21:00:11.751738,0.1595,2026-02-14T21:00:11.911546
Msg de hilo 14 - Time: 1771100707.8822243,2026-02-14T21:00:11.912440,0.0442,2026-02-14T21:00:11.956782
Msg de hilo 13 - Time: 1771100707.8977964,2026-02-14T21:00:11.957657,0.5038,2026-02-14T21:00:12.462075
Msg de hilo 30 - Time: 1771100707.8977964,2026-02-14T21:00:12.462891,0.1023,2026-02-14T21:00:12.565391
Msg de hilo 36 - Time: 1771100707.9133377,2026-02-14T21:00:12.566205,0.3218,2026-02-14T21:00:12.888452
Msg de hilo 23 - Time: 1771100707.9138381,2026-02-14T21:00:12.889264,0.2656,2026-02-14T21:00:13.155231
Msg de hilo 41 - Time: 1771100707.9133377,2026-02-14T21:00:13.156105,0.0118,2026-02-14T21:00:13.168103
Msg de hilo 15 - Time: 1771100707.9138381,2026-02-14T21:00:13.169124,0.9799,2026-02-14T21:00:14.150077
Msg de hilo 40 - Time: 1771100707.929388,2026-02-14T21:00:14.150895,0.1733,2026-02-14T21:00:14.324422
Msg de hilo 47 - Time: 1771100707.929388,2026-02-14T21:00:14.325289,1.3103,2026-02-14T21:00:15.636979
Msg de hilo 10 - Time: 1771100707.929388,2026-02-14T21:00:15.637923,0.2594,2026-02-14T21:00:15.897721
Msg de hilo 38 - Time: 1771100707.9298928,2026-02-14T21:00:15.898598,1.6522,2026-02-14T21:00:17.551099
Msg de hilo 7 - Time: 1771100707.9449394,2026-02-14T21:00:17.552018,0.3710,2026-02-14T21:00:17.923474
Msg de hilo 28 - Time: 1771100707.9449394,2026-02-14T21:00:17.924370,0.0858,2026-02-14T21:00:18.010335
Msg de hilo 2 - Time: 1771100707.9454405,2026-02-14T21:00:18.011145,0.6177,2026-02-14T21:00:18.629573
Msg de hilo 20 - Time: 1771100707.9449394,2026-02-14T21:00:18.630350,0.2604,2026-02-14T21:00:18.891120
Msg de hilo 17 - Time: 1771100707.9449394,2026-02-14T21:00:18.891981,1.1054,2026-02-14T21:00:19.998575
Msg de hilo 11 - Time: 1771100707.9454405,2026-02-14T21:00:19.999408,0.5336,2026-02-14T21:00:20.533672
Msg de hilo 39 - Time: 1771100707.9454405,2026-02-14T21:00:20.534520,0.5856,2026-02-14T21:00:21.120830
Msg de hilo 49 - Time: 1771100707.9604578,2026-02-14T21:00:21.121805,0.5222,2026-02-14T21:00:21.644614
Msg de hilo 24 - Time: 1771100707.991501,2026-02-14T21:00:21.645462,0.0809,2026-02-14T21:00:21.726600
Msg de hilo 44 - Time: 1771100707.991501,2026-02-14T21:00:21.727533,0.1616,2026-02-14T21:00:21.889364
Msg de hilo 12 - Time: 1771100708.0070195,2026-02-14T21:00:21.890301,0.2090,2026-02-14T21:00:22.099590
Msg de hilo 8 - Time: 1771100708.0070195,2026-02-14T21:00:22.100339,0.3785,2026-02-14T21:00:22.479346
